Password No., Original Entropy, Bcrypt Entropy, Argon2 Entropy
7973, 3.4594, 5.1566, 5.4154
7974, 2.7500, 5.1151, 5.4350
7975, 3.1699, 5.2440, 5.2133
7976, 3.0000, 5.2358, 5.4914
7977, 3.3219, 5.1773, 5.3860
7978, 3.3219, 5.1899, 5.4195
7979, 3.2776, 5.0647, 5.4823
7980, 3.0000, 5.2817, 5.5108
7981, 3.5850, 5.1440, 5.4313
7982, 3.4183, 4.9899, 5.5404
7983, 3.3219, 4.9773, 5.4039
7984, 3.2516, 5.2566, 5.3782
7985, 3.2776, 4.9314, 5.5882
7986, 3.4183, 5.2232, 5.4411
7987, 3.1699, 5.1341, 5.5469
7988, 3.0000, 5.2232, 5.4851
7989, 3.5850, 4.9358, 5.5263
7990, 3.0000, 4.9855, 5.3843
7991, 3.4183, 5.0025, 5.5097
7992, 3.0000, 5.0773, 5.4205
7993, 2.9477, 5.0773, 5.4489
7994, 3.0000, 5.1358, 5.5108
7995, 3.1699, 5.1773, 5.4929
7996, 2.7500, 4.9647, 5.4333
7997, 3.0000, 5.0276, 5.5202
7998, 3.0000, 5.1151, 5.3035
7999, 2.9219, 5.1232, 5.2781
8000, 3.0000, 4.9505, 5.4969
8001, 3.2776, 5.0631, 5.5854
8002, 3.4594, 4.8314, 5.3614
8003, 2.9477, 5.1899, 5.4391
8004, 3.5850, 5.2484, 5.4840
8005, 3.1699, 5.0505, 5.5057
8006, 3.0000, 4.8882, 5.5882
8007, 3.1699, 5.1773, 5.4350
8008, 3.4183, 4.9566, 5.5236
8009, 3.1699, 5.3232, 5.4901
8010, 3.4183, 5.0440, 5.5442
8011, 3.1699, 5.2440, 5.3637
8012, 3.4594, 5.1106, 5.5432
8013, 3.3219, 5.0647, 5.5648
8014, 3.1219, 5.1440, 5.2596
8015, 3.5850, 5.1025, 5.3999
8016, 2.7500, 4.9899, 5.4323
8017, 3.0000, 4.8964, 5.2869
8018, 3.5850, 5.1358, 5.4891
8019, 3.4594, 5.1773, 5.4391
8020, 3.5850, 4.9838, 5.3606
8021, 3.4183, 5.1691, 5.4127
8022, 3.1699, 5.1691, 5.4411
8023, 3.2776, 5.1232, 5.4567
8024, 3.2776, 4.9838, 5.4401
8025, 3.4594, 5.1899, 5.5598
8026, 3.3219, 4.8647, 5.4451
8027, 3.4594, 5.1981, 5.4411
8028, 3.1219, 5.0899, 5.5726
8029, 3.1699, 5.1151, 5.5882
8030, 3.3219, 5.2314, 5.4018
8031, 2.9477, 5.0691, 5.5185
8032, 3.1699, 5.1773, 5.4647
8033, 3.3219, 5.0090, 5.4154
8034, 3.3219, 5.1314, 5.4823
8035, 3.3219, 5.2232, 5.3769
8036, 3.0000, 5.2358, 5.5198
8037, 3.2776, 5.0899, 5.4245
8038, 3.5850, 5.2358, 5.3755
8039, 3.1699, 5.1314, 5.4462
8040, 3.1699, 4.9882, 5.4617
8041, 3.4183, 4.9899, 5.2968
8042, 3.3219, 5.3151, 5.3166
8043, 3.3219, 5.0981, 5.5469
8044, 3.3219, 5.0440, 5.3664
8045, 3.1219, 4.9981, 5.4567
8046, 3.0958, 5.0025, 5.4556
8047, 3.0000, 5.1817, 5.4049
8048, 2.9477, 5.1773, 5.4374
8049, 3.0000, 5.1691, 5.4451
8050, 3.1699, 5.1691, 5.5570
8051, 2.7500, 5.0440, 5.2869
8052, 3.4183, 4.9025, 5.5409
8053, 3.1219, 5.2899, 5.4489
8054, 3.0000, 4.7957, 5.5547
8055, 2.9477, 5.0358, 5.4361
8056, 3.4594, 5.2691, 5.4361
8057, 2.7500, 5.2484, 5.3978
8058, 3.0000, 5.0440, 5.4077
8059, 3.2776, 5.0106, 5.5469
8060, 3.4594, 5.0773, 5.4617
8061, 3.3219, 5.0314, 5.2724
8062, 3.2776, 5.1440, 5.3332
8063, 3.4183, 5.1440, 5.3911
8064, 3.1699, 5.0691, 5.2865
8065, 3.4183, 5.1773, 5.5185
8066, 3.5850, 5.1899, 5.4205
8067, 3.1699, 4.9484, 5.4959
8068, 2.7500, 5.2817, 5.4077
8069, 3.2776, 5.2484, 5.4529
8070, 3.0000, 5.2358, 5.5135
8071, 3.0958, 5.1232, 5.4350
8072, 2.7500, 4.9172, 5.4979
8073, 3.1219, 5.1484, 5.4746
8074, 3.4183, 5.3025, 5.4026
8075, 3.5850, 4.9757, 5.4026
8076, 3.1699, 5.1440, 5.4516
8077, 3.1219, 5.0964, 5.4333
8078, 3.1887, 4.9151, 5.4113
8079, 3.5850, 5.1817, 5.4851
8080, 3.3219, 4.9773, 5.6037
8081, 3.1699, 5.0566, 5.4607
8082, 3.5850, 4.9899, 5.4952
8083, 3.3219, 5.3025, 5.4823
8084, 3.1699, 5.1423, 5.5213
8085, 3.2776, 5.0981, 5.3627
8086, 3.3219, 5.1106, 5.3860
8087, 2.9477, 5.2899, 5.5570
8088, 3.4594, 5.2232, 5.4735
8089, 3.5850, 5.1025, 5.4580
8090, 3.5850, 5.1773, 5.4851
8091, 3.4183, 5.2566, 5.3988
8092, 3.1219, 5.1106, 5.5844
8093, 3.5850, 5.1647, 5.4283
8094, 2.7500, 5.1025, 5.4232
8095, 3.1699, 5.0566, 5.4361
8096, 3.4183, 5.1899, 5.5263
8097, 3.5850, 5.1106, 5.4245
8098, 3.0000, 5.1549, 5.4205
8099, 2.9219, 5.1484, 5.4773
8100, 2.9477, 5.1610, 5.3614
8101, 3.4594, 5.1440, 5.3782
8102, 3.1219, 4.9566, 5.4529
8103, 3.0000, 5.1773, 5.4107
8104, 3.4594, 5.0522, 5.5263
8105, 2.9477, 5.1358, 5.4800
8106, 3.5850, 5.2440, 5.5419
8107, 3.5850, 5.1691, 5.5392
8108, 2.7500, 5.2025, 5.5598
8109, 3.3219, 5.1691, 5.5253
8110, 3.1699, 5.0691, 5.3860
8111, 3.1699, 5.1566, 5.4840
8112, 3.5850, 5.2232, 5.3576
8113, 2.7500, 5.1631, 5.3076
8114, 3.3219, 5.0025, 5.5493
8115, 3.5850, 5.0899, 5.5381
8116, 3.3219, 4.8396, 5.4617
8117, 2.9477, 5.1631, 5.5314
8118, 3.4594, 5.2566, 5.4195
8119, 3.1219, 5.1647, 5.4607
8120, 3.5850, 5.1358, 5.4796
8121, 3.3219, 5.0773, 5.4979
8122, 3.5850, 5.1691, 5.4675
8123, 3.4594, 5.2232, 5.4992
8124, 3.1219, 5.1691, 5.3370
8125, 3.3219, 5.1773, 5.4658
8126, 3.0000, 5.0358, 5.3793
8127, 3.2776, 5.2899, 5.4283
8128, 3.5850, 5.0505, 5.5547
8129, 3.0958, 5.0899, 5.5831
8130, 3.4594, 5.0981, 5.5019
8131, 3.1699, 5.0440, 5.5882
8132, 3.3219, 5.1188, 5.3921
8133, 2.9219, 5.0899, 5.4296
8134, 3.1699, 5.1899, 5.5314
8135, 3.3219, 4.9477, 5.4350
8136, 3.0000, 4.9151, 5.4891
8137, 3.0000, 5.1232, 5.4016
8138, 3.4594, 5.3025, 5.4438
8139, 3.4594, 4.8566, 5.4529
8140, 3.2776, 5.0106, 5.4746
8141, 2.9477, 4.8216, 5.2623
8142, 3.1699, 5.0647, 5.5185
8143, 3.0000, 5.1314, 5.3938
8144, 3.5850, 4.7838, 5.4411
8145, 3.3219, 5.1899, 5.5648
8146, 3.2776, 5.1440, 5.4607
8147, 3.3219, 5.1647, 5.4333
8148, 3.0958, 5.0899, 5.4942
8149, 3.4594, 5.2151, 5.5236
8150, 3.3219, 5.1232, 5.4077
8151, 3.2776, 4.9090, 5.4144
8152, 3.0000, 5.0106, 5.4428
8153, 3.5850, 5.3232, 5.4851
8154, 2.7500, 4.7777, 5.4746
8155, 3.1699, 4.7603, 5.5253
8156, 3.3219, 5.1691, 5.5392
8157, 3.0850, 5.1899, 5.5185
8158, 3.4594, 5.0647, 5.5135
8159, 3.4594, 5.1566, 5.5087
8160, 3.1699, 5.0314, 5.5469
8161, 3.4594, 5.1773, 5.4350
8162, 3.0000, 4.9566, 5.5469
8163, 2.7500, 5.0566, 5.5547
8164, 3.1219, 5.2566, 5.5726
8165, 3.3219, 5.0314, 5.4645
8166, 3.1699, 5.1899, 5.3370
8167, 3.0000, 5.2358, 5.3883
8168, 3.3219, 5.0773, 5.3636
8169, 3.0000, 5.2484, 5.4952
8170, 3.1699, 5.1566, 5.4489
8171, 3.0000, 5.0647, 5.3870
8172, 3.4594, 5.0647, 5.5520
8173, 3.1699, 5.1566, 5.4658
8174, 3.4594, 5.1232, 5.4539
8175, 3.0000, 5.1440, 5.4942
8176, 3.0000, 4.9624, 5.6088
8177, 3.5850, 5.1216, 5.5253
8178, 3.0000, 5.1899, 5.5598
8179, 3.0000, 5.3691, 5.4157
8180, 3.1219, 5.0566, 5.5804
8181, 3.4183, 4.9566, 5.4361
8182, 3.4183, 5.0647, 5.5135
8183, 3.4183, 5.1314, 5.4813
8184, 3.2776, 5.0773, 5.4813
8185, 3.0000, 5.0899, 5.3843
8186, 2.7500, 5.0899, 5.3627
8187, 2.7500, 5.1647, 5.5314
8188, 3.5850, 5.0981, 5.5263
8189, 2.7500, 5.0647, 5.3498
8190, 3.5850, 5.0566, 5.4668
8191, 3.1699, 5.1106, 5.4094
8192, 3.1219, 5.2773, 5.4942
8193, 3.1699, 5.0773, 5.5185
8194, 2.9477, 5.2691, 5.6629
8195, 3.0000, 5.1440, 5.5587
8196, 3.1699, 4.9025, 5.5175
8197, 3.1699, 5.1440, 5.4952
8198, 3.4183, 4.9937, 5.3435
8199, 3.4594, 5.1566, 5.5381
8200, 3.5850, 5.1440, 5.3900
8201, 2.7500, 5.2358, 5.5625
8202, 3.4594, 5.1899, 5.3461
8203, 3.4183, 4.9297, 5.5442
8204, 3.3219, 5.1691, 5.4891
8205, 3.4183, 5.1610, 5.3654
8206, 2.9477, 4.9855, 5.4567
8207, 3.2776, 5.1232, 5.3911
8208, 3.1699, 5.2151, 5.5983
8209, 3.0000, 5.2106, 5.4411
8210, 3.4183, 5.2232, 5.3785
8211, 3.3219, 5.0647, 5.5364
8212, 3.3219, 5.0899, 5.5135
8213, 2.9477, 5.1691, 5.5598
8214, 3.4594, 5.1566, 5.5520
8215, 3.2776, 5.1631, 5.4645
8216, 3.1219, 4.9566, 5.4411
8217, 3.1699, 5.2691, 5.3951
8218, 3.3219, 4.9440, 5.4361
8219, 3.1219, 5.1817, 5.3330
8220, 3.2776, 5.1232, 5.5909
8221, 3.2776, 5.1025, 5.2379
8222, 3.0000, 4.9855, 5.4451
8223, 2.9477, 5.1631, 5.4823
8224, 3.3219, 4.9566, 5.4313
8225, 3.0000, 5.2358, 5.5510
8226, 2.9477, 5.1981, 5.5547
8227, 3.4594, 5.2025, 5.4296
8228, 3.0000, 5.0773, 5.5108
8229, 3.1219, 5.0232, 5.3704
8230, 3.0000, 5.0773, 5.3715
8231, 3.4183, 5.2773, 5.2998
8232, 3.4594, 4.9083, 5.4901
8233, 3.0958, 5.1358, 5.5158
8234, 3.1699, 5.1440, 5.4516
8235, 2.9477, 5.2358, 5.3765
8236, 3.5850, 5.0757, 5.6206
8237, 3.3219, 5.1025, 5.4323
8238, 2.9477, 5.2358, 5.5676
8239, 3.4594, 5.2440, 5.3948
8240, 3.2776, 4.9379, 5.3397
8241, 3.1699, 5.2817, 5.4388
8242, 3.1699, 5.1899, 5.4516
8243, 3.1219, 5.0440, 5.5469
8244, 3.3219, 5.1773, 5.4489
8245, 3.0000, 5.0484, 5.6294
8246, 3.0000, 5.2440, 5.4556
8247, 3.1699, 5.2610, 5.4617
8248, 3.4594, 5.1025, 5.2991
8249, 3.4594, 4.9566, 5.4255
8250, 3.4183, 5.0151, 5.5432
8251, 3.4594, 5.1151, 5.3225
8252, 3.4594, 4.9981, 5.5314
8253, 3.1219, 5.0647, 5.4722
8254, 3.5850, 5.1566, 5.5108
8255, 3.2776, 5.2025, 5.3928
8256, 3.2776, 4.9981, 5.3164
8257, 3.4594, 5.3151, 5.5124
8258, 3.1219, 5.1440, 5.4411
8259, 2.7500, 5.1232, 5.4645
8260, 3.4183, 5.0566, 5.4979
8261, 3.1699, 4.9647, 5.3921
8262, 2.9477, 5.2151, 5.3353
8263, 3.4594, 5.1981, 5.4901
8264, 3.3219, 5.0566, 5.4489
8265, 3.5850, 5.1106, 5.4195
8266, 3.5850, 5.0773, 5.3370
8267, 3.3219, 5.0025, 5.4306
8268, 3.5850, 4.8712, 5.6500
8269, 3.4183, 5.1216, 5.5030
8270, 3.2776, 5.1232, 5.5341
8271, 3.1699, 5.0314, 5.4979
8272, 3.1219, 4.9232, 5.3677
8273, 3.3219, 5.0232, 5.5459
8274, 3.4183, 5.0882, 5.4479
8275, 3.4183, 5.0314, 5.5520
8276, 3.4594, 5.0757, 5.5831
8277, 3.0000, 4.9757, 5.3793
8278, 3.0000, 5.1899, 5.3536
8279, 3.4594, 5.2232, 5.4489
8280, 3.2516, 5.0631, 5.5469
8281, 3.0272, 4.8920, 5.5108
8282, 3.5850, 5.0773, 5.4773
8283, 3.4594, 5.1773, 5.5655
8284, 3.3219, 5.2899, 5.3076
8285, 3.5850, 5.1440, 5.3471
8286, 2.6416, 5.0106, 5.4441
8287, 3.0000, 5.2358, 5.4773
8288, 3.2516, 5.0691, 5.4813
8289, 3.1699, 5.2440, 5.4154
8290, 3.0000, 5.3025, 5.5175
8291, 3.4183, 5.0566, 5.3961
8292, 3.2776, 5.2232, 5.4567
8293, 3.2516, 5.1566, 5.3292
8294, 2.7500, 5.1423, 5.6216
8295, 3.4183, 5.1855, 5.5314
8296, 3.1219, 5.1691, 5.5019
8297, 2.7500, 5.1314, 5.5047
8298, 3.1699, 5.0423, 5.4952
8299, 3.2776, 5.0817, 5.4823
8300, 3.1699, 5.0773, 5.3147
8301, 3.4183, 5.2358, 5.3948
8302, 3.2776, 4.9855, 5.3894
8303, 3.3219, 5.0440, 5.3458
8304, 3.2776, 4.9232, 5.2958
8305, 3.5850, 5.0773, 5.4515
8306, 3.2776, 4.9025, 5.4580
8307, 3.3219, 5.1440, 5.3812
8308, 2.7500, 4.9855, 5.1811
8309, 3.3219, 4.8691, 5.4592
8310, 3.0000, 5.0899, 5.4836
8311, 3.3219, 5.0899, 5.4184
8312, 3.0000, 5.1817, 5.4384
8313, 3.4594, 5.1232, 5.4272
8314, 3.5850, 5.1549, 5.4901
8315, 3.4594, 5.0188, 5.4712
8316, 3.3219, 5.1817, 5.4489
8317, 2.9477, 5.0899, 5.6345
8318, 3.4594, 4.9937, 5.4763
8319, 3.4594, 5.1188, 5.5392
8320, 3.1219, 5.2216, 5.3793
8321, 3.1699, 5.1899, 5.4140
8322, 3.4183, 5.2899, 5.5108
8323, 3.0000, 5.1232, 5.4773
8324, 3.4594, 5.0440, 5.4260
8325, 3.4594, 5.2358, 5.4401
8326, 3.5850, 5.1440, 5.5158
8327, 3.1219, 5.1691, 5.4479
8328, 2.7500, 5.1232, 5.5057
8329, 3.5850, 5.2232, 5.3999
8330, 2.9219, 5.1675, 5.6115
8331, 3.0850, 5.0631, 5.4681
8332, 3.0000, 5.1232, 5.5753
8333, 3.0000, 5.4484, 5.5097
8334, 2.9477, 5.2025, 5.5753
8335, 3.0000, 5.3484, 5.5392
8336, 2.9477, 5.2566, 5.4823
8337, 3.5850, 4.9855, 5.3948
8338, 3.3219, 4.8773, 5.3380
8339, 3.1699, 5.1025, 5.5135
8340, 3.2776, 5.0981, 5.3664
8341, 3.4594, 4.9566, 5.3008
8342, 3.5850, 5.1025, 5.4529
8343, 3.3219, 5.1188, 5.3911
8344, 3.1219, 5.0899, 5.5960
8345, 3.2516, 4.9440, 5.4323
8346, 3.2776, 5.0484, 5.3833
8347, 3.0000, 5.0440, 5.4468
8348, 3.2776, 5.2675, 5.5185
8349, 2.7500, 5.1232, 5.5331
8350, 3.4183, 5.2566, 5.4786
8351, 2.9477, 5.1106, 5.4451
8352, 3.4183, 5.2232, 5.4796
8353, 2.7255, 5.0899, 5.4931
8354, 3.1699, 5.1773, 5.3911
8355, 3.3219, 5.2106, 5.3586
8356, 3.1219, 5.0981, 5.5158
8357, 3.1219, 5.1773, 5.3282
8358, 3.0958, 5.1899, 5.5303
8359, 3.3219, 4.9647, 5.4992
8360, 3.4183, 5.2566, 5.4205
8361, 3.0000, 5.0358, 5.4580
8362, 2.7500, 5.2773, 5.4840
8363, 2.9477, 4.9981, 5.4580
8364, 3.3219, 5.2440, 5.5080
8365, 3.1699, 5.1647, 5.4851
8366, 3.3219, 5.0566, 5.4979
8367, 3.2516, 5.0964, 5.5276
8368, 3.1219, 5.1440, 5.4077
8369, 3.3219, 5.1773, 5.4874
8370, 3.1699, 5.2232, 5.3823
8371, 2.7500, 5.0188, 5.3393
8372, 2.7500, 5.1691, 5.3393
8373, 2.7255, 5.1899, 5.5409
8374, 3.2776, 5.0188, 5.4901
8375, 3.4594, 5.0151, 5.4668
8376, 3.1699, 5.1691, 5.3225
8377, 3.4183, 5.2232, 5.5148
8378, 2.7500, 5.1025, 5.4712
8379, 3.1219, 5.1358, 5.5804
8380, 3.0000, 5.2276, 5.4929
8381, 3.2776, 5.0647, 5.3292
8382, 3.0000, 5.1232, 5.4685
8383, 3.2776, 5.0144, 5.4773
8384, 3.5850, 5.0440, 5.5753
8385, 3.4183, 5.0025, 5.5253
8386, 3.2776, 5.1232, 5.4556
8387, 2.7500, 5.1566, 5.5570
8388, 3.4594, 5.0981, 5.4018
8389, 3.4594, 5.0691, 5.3498
8390, 3.1699, 5.1106, 5.5987
8391, 3.1219, 5.0522, 5.4283
8392, 3.4594, 5.1899, 5.5158
8393, 3.0000, 5.0566, 5.5253
8394, 3.0000, 5.0647, 5.4851
8395, 3.2776, 5.0964, 5.2903
8396, 3.0000, 5.2440, 5.3539
8397, 2.9477, 5.2025, 5.3471
8398, 3.3219, 5.3025, 5.3820
8399, 2.7500, 5.2691, 5.3978
8400, 3.5850, 5.1232, 5.4529
8401, 3.5850, 5.1232, 5.4695
8402, 3.4183, 5.1899, 5.4434
8403, 3.2776, 5.1899, 5.4722
8404, 3.2776, 5.0566, 5.4658
8405, 2.7500, 5.1817, 5.3951
8406, 3.3219, 5.2151, 5.4283
8407, 3.4183, 5.1358, 5.4117
8408, 3.0000, 5.0090, 5.4567
8409, 3.1699, 5.1566, 5.4205
8410, 3.2776, 4.9396, 5.5148
8411, 2.9477, 4.9314, 5.5804
8412, 2.8464, 5.2358, 5.4942
8413, 2.7500, 4.9188, 5.4066
8414, 3.1699, 5.0106, 5.3458
8415, 3.0958, 4.9712, 5.4996
8416, 3.1699, 5.0151, 5.4823
8417, 2.9477, 5.0566, 5.4901
8418, 3.4183, 5.2484, 5.4851
8419, 3.3219, 5.1566, 5.5392
8420, 3.3219, 4.9106, 5.5520
8421, 3.4594, 5.1484, 5.5598
8422, 3.0000, 4.8440, 5.6578
8423, 3.3219, 5.0314, 5.5392
8424, 3.5850, 4.9647, 5.3664
8425, 3.4594, 5.0855, 5.5392
8426, 3.3219, 4.8757, 5.4539
8427, 3.4183, 5.0773, 5.5084
8428, 3.4594, 4.8920, 5.4952
8429, 3.3219, 4.9964, 5.2596
8430, 3.4183, 4.8647, 5.4462
8431, 3.2776, 5.1106, 5.4851
8432, 2.9477, 4.9981, 5.4607
8433, 3.4183, 4.9899, 5.6473
8434, 3.5850, 4.9647, 5.3971
8435, 3.3219, 5.0647, 5.4979
8436, 3.4183, 5.0172, 5.5158
8437, 3.4594, 5.1773, 5.5124
8438, 3.4183, 5.0773, 5.4127
8439, 3.0000, 5.2358, 5.3204
8440, 3.1219, 4.9773, 5.4617
8441, 3.2776, 5.1773, 5.4350
8442, 3.5850, 5.2106, 5.3637
8443, 3.5850, 5.1314, 5.5135
8444, 3.5850, 4.9046, 5.4851
8445, 3.0000, 5.0691, 5.4567
8446, 2.9477, 5.0691, 5.3961
8447, 3.0000, 5.1172, 5.4668
8448, 3.2776, 5.1106, 5.5442
8449, 2.9477, 5.0216, 5.3988
8450, 3.1699, 5.0981, 5.4735
8451, 3.1699, 5.1899, 5.4489
8452, 3.1699, 5.2882, 5.4350
8453, 3.0000, 5.2691, 5.4205
8454, 3.2776, 5.0106, 5.5175
8455, 3.1699, 4.9899, 5.5314
8456, 3.5850, 5.0773, 5.4104
8457, 2.4056, 4.9647, 5.4489
8458, 3.2776, 5.1314, 5.5057
8459, 3.2776, 5.1314, 5.5598
8460, 3.1219, 5.1773, 5.5226
8461, 2.8464, 5.1106, 5.4567
8462, 3.4183, 5.1188, 5.4840
8463, 2.7500, 5.2025, 5.3650
8464, 3.1699, 5.1817, 5.3732
8465, 3.1219, 5.1566, 5.2596
8466, 3.1699, 5.2106, 5.5057
8467, 2.7500, 5.0899, 5.4519
8468, 3.4594, 5.0773, 5.4411
8469, 3.0958, 5.1981, 5.5057
8470, 3.1699, 5.1025, 5.3898
8471, 3.0000, 5.0773, 5.5794
8472, 3.3219, 5.0757, 5.4722
8473, 3.1699, 5.0314, 5.4695
8474, 3.3219, 5.1106, 5.5084
8475, 3.1219, 5.0484, 5.3410
8476, 2.7500, 4.9440, 5.4401
8477, 2.7500, 5.1566, 5.5392
8478, 2.9477, 5.1484, 5.6568
8479, 3.4183, 5.0757, 5.4468
8480, 3.1219, 5.0981, 5.4361
8481, 3.3219, 5.1631, 5.3292
8482, 3.5850, 5.0964, 5.5290
8483, 3.4183, 4.9314, 5.6450
8484, 3.1219, 4.9566, 5.3586
8485, 3.3219, 5.0773, 5.4864
8486, 3.1699, 5.2025, 5.4255
8487, 3.1699, 5.0440, 5.4361
8488, 3.4594, 5.1773, 5.3151
8489, 3.2516, 5.1566, 5.4438
8490, 2.7500, 5.2151, 5.4466
8491, 3.2776, 5.0188, 5.4205
8492, 3.3219, 4.9691, 5.4016
8493, 3.2776, 5.1106, 5.4489
8494, 3.3219, 5.2817, 5.5341
8495, 3.4594, 4.9631, 5.3420
8496, 3.2776, 4.9773, 5.3664
8497, 3.4594, 5.2566, 5.4272
8498, 3.1699, 4.8981, 5.4029
8499, 3.1699, 5.3025, 5.4438
8500, 3.0000, 5.2484, 5.4823
8501, 3.0000, 5.0522, 5.4979
8502, 3.0000, 4.9297, 5.5124
8503, 3.4594, 5.1025, 5.4066
8504, 3.1699, 5.2691, 5.3856
8505, 3.2776, 5.2817, 5.5469
8506, 3.4594, 5.1691, 5.5135
8507, 3.3219, 5.1232, 5.3870
8508, 3.4594, 4.9631, 5.4479
8509, 3.4594, 5.1773, 5.4773
8510, 3.3219, 5.1899, 5.3370
8511, 3.3219, 5.1025, 5.4026
8512, 3.5850, 5.2232, 5.5108
8513, 3.5850, 4.9899, 5.4685
8514, 2.9219, 5.1232, 5.4026
8515, 3.0000, 5.1358, 5.4685
8516, 3.0272, 5.2817, 5.5676
8517, 3.4183, 5.1773, 5.5432
8518, 3.0000, 5.1358, 5.5392
8519, 3.0000, 5.1358, 5.5442
8520, 3.0000, 5.0090, 5.3976
8521, 3.1699, 5.2025, 5.5392
8522, 3.1219, 5.0773, 5.3028
8523, 3.0000, 5.1276, 5.4154
8524, 3.4594, 5.1440, 5.5162
8525, 3.4594, 5.1276, 5.5047
8526, 3.0000, 5.1232, 5.4725
8527, 3.4183, 5.0981, 5.4891
8528, 3.3219, 5.1899, 5.3576
8529, 3.1699, 4.9440, 5.3511
8530, 3.1219, 5.1440, 5.4695
8531, 3.3219, 5.0358, 5.4746
8532, 3.0000, 4.9822, 5.4746
8533, 3.3219, 4.9855, 5.5432
8534, 3.4594, 4.9440, 5.5341
8535, 3.0000, 5.0899, 5.4066
8536, 2.7500, 5.0314, 5.4232
8537, 3.0000, 5.1981, 5.4793
8538, 3.3219, 4.8937, 5.4908
8539, 3.0000, 5.1106, 5.5510
8540, 3.4594, 5.2151, 5.4735
8541, 3.2776, 5.2566, 5.4556
8542, 2.9477, 5.1188, 5.4813
8543, 3.5850, 5.3025, 5.4516
8544, 2.9219, 5.1172, 5.4590
8545, 2.9477, 5.2484, 5.3944
8546, 2.7500, 5.1358, 5.4539
8547, 3.3219, 5.0899, 5.4127
8548, 3.3219, 5.2151, 5.3911
8549, 3.5850, 5.0423, 5.4979
8550, 3.1219, 5.0631, 5.4952
8551, 3.4594, 5.1484, 5.5354
8552, 3.1219, 4.9314, 5.5097
8553, 2.7500, 5.3151, 5.4590
8554, 3.1219, 5.0505, 5.6216
8555, 2.9477, 5.1025, 5.5960
8556, 3.0000, 5.0981, 5.4584
8557, 3.5850, 5.0314, 5.4746
8558, 2.9219, 5.0981, 5.5520
8559, 3.1699, 5.2232, 5.4809
8560, 3.1699, 5.0773, 5.4384
8561, 2.9477, 5.2232, 5.3536
8562, 3.1699, 5.1358, 5.4066
8563, 3.0000, 5.0773, 5.5303
8564, 2.7500, 5.1358, 5.4391
8565, 3.4183, 5.1232, 5.4127
8566, 3.1887, 5.2025, 5.4617
8567, 3.3219, 5.2817, 5.3035
8568, 3.3219, 5.0025, 5.4580
8569, 3.3219, 5.0899, 5.5236
8570, 3.4183, 5.1566, 5.4100
8571, 3.4594, 4.8314, 5.4685
8572, 3.2776, 5.1899, 5.5381
8573, 3.5850, 4.8505, 5.5185
8574, 3.2776, 5.1899, 5.5185
8575, 3.3219, 5.2566, 5.4668
8576, 3.5850, 5.2151, 5.5442
8577, 3.1219, 5.1610, 5.3818
8578, 3.3219, 5.1314, 5.5726
8579, 3.1219, 4.9691, 5.4567
8580, 3.0000, 5.2232, 5.4077
8581, 3.4183, 5.0981, 5.3823
8582, 3.1699, 5.1025, 5.4026
8583, 2.7500, 5.0647, 5.4929
8584, 3.0000, 5.2106, 5.4539
8585, 3.5850, 5.0981, 5.4378
8586, 3.2776, 4.9773, 5.3147
8587, 3.1219, 4.9566, 5.4763
8588, 3.1699, 5.2276, 5.5392
8589, 3.3219, 5.1440, 5.4391
8590, 3.2516, 5.1232, 5.5213
8591, 3.1699, 5.2025, 5.5303
8592, 3.1699, 5.1232, 5.4441
8593, 3.2776, 5.1297, 5.4489
8594, 3.0000, 4.8062, 5.4607
8595, 3.4594, 4.8712, 5.4462
8596, 3.1699, 5.1216, 5.5236
8597, 3.4594, 5.0773, 5.3812
8598, 3.1699, 5.0188, 5.4506
8599, 3.4183, 5.0773, 5.5030
8600, 3.1219, 5.1358, 5.3164
8601, 3.2776, 5.2566, 5.3850
8602, 3.1699, 5.2232, 5.5469
8603, 3.1699, 5.1566, 5.3400
8604, 3.3219, 5.2025, 5.4283
8605, 3.5850, 5.1757, 5.4205
8606, 3.3219, 5.1151, 5.4929
8607, 3.5850, 5.2232, 5.5537
8608, 3.5850, 5.0964, 5.4411
8609, 2.7500, 5.0440, 5.3096
8610, 3.2516, 4.9691, 5.3742
8611, 2.5000, 5.1314, 5.5520
8612, 3.3219, 5.1379, 5.6528
8613, 3.1699, 4.9981, 5.5057
8614, 3.4594, 5.1106, 5.4077
8615, 3.0000, 5.0314, 5.5341
8616, 3.1219, 5.0691, 5.4891
8617, 3.2776, 5.0691, 5.4685
8618, 3.4183, 5.1440, 5.4516
8619, 3.3219, 5.1025, 5.4323
8620, 2.7500, 5.0566, 5.4451
8621, 3.1699, 5.0106, 5.4823
8622, 3.0000, 5.1232, 5.3420
8623, 3.1699, 5.2691, 5.3539
8624, 3.5850, 5.1440, 5.4323
8625, 3.1699, 5.0981, 5.5821
8626, 3.3219, 5.1232, 5.5459
8627, 3.0000, 5.1566, 5.4272
8628, 3.2776, 5.1899, 5.3870
8629, 3.2776, 5.1691, 5.3403
8630, 3.3219, 5.2899, 5.4127
8631, 3.3219, 5.1106, 5.4310
8632, 3.4594, 5.1981, 5.5084
8633, 3.3219, 5.1008, 5.4026
8634, 3.3219, 5.0232, 5.3076
8635, 3.3219, 5.0566, 5.3988
8636, 2.7500, 5.1232, 5.4154
8637, 3.4594, 5.1232, 5.4597
